Joueur;Equipe;Statut;Position;Age;2025-26;2026-27;2027-28;2028-29;2029-30
Marchessault, Jonathan;NSH;;RW,LW;35;5500000;5500000;5500000;5500000;UFA
Hague, Nicolas;NSH;;LD;27;5500000;5500000;5500000;5500000;UFA
O'Reilly, Ryan;NSH;;C;35;4500000;4500000;UFA;0;0
Haula, Erik;NSH;;C,LW;35;3150000;UFA;0;0;0
Evangelista, Luke;NSH;;RW,LW;24;3000000;3000000;RFA;0;0
Perbix, Nicklaus;NSH;;RD;27;2750000;2750000;UFA;0;0
Turris, Kyle;NSH;;C,RW;36;2000000;2000000;2000000;0;0
Sissons, Colton;NSH;;C,RW;32;1428572;0;0;0;0
Barron, Justin;NSH;;RD,LD;24;1150000;RFA;0;0;0
Martin, Brady;NSH;ELC;C,RW;19;975000;975000;975000;RFA;0
Bancroft, Dalton;NSH;ELC;RW;25;950000;RFA;0;0;0
Wood, Matthew;NSH;ELC;LW,C;21;950000;950000;RFA;0;0
Rizzo, Massimo;NSH;ELC;C;24;925000;RFA;0;0;0
Ufko, Ryan;NSH;ELC;D;22;925000;925000;RFA;0;0
Svechkov, Fyodor;NSH;ELC;C,LW;22;925000;1250000;1250000;RFA;0
Rolston, Ryder;NSH;ELC;W,C;24;895000;RFA;0;0;0
Schaefer, Reid;NSH;ELC;LW;22;886666;886666;RFA;0;0
Edstrom, David;NSH;ELC;C;21;886666;886666;886666;RFA;0
Molendyk, Tanner;NSH;ELC;D;21;886666;886666;886666;RFA;0
Kemell, Joakim;NSH;ELC;RW;21;886666;886666;RFA;0;0
Sedoff, Christoffer;NSH;ELC;D;24;870000;RFA;0;0;0
Gibson, Andrew;NSH;ELC;D;21;865000;865000;865000;RFA;0
L'Heureux, Zachary;NSH;ELC;LW,RW;22;863334;875000;875000;RFA;0
Willis, Joseph;NSH;ELC;C,LW;21;860000;860000;860000;RFA;0
O'Hara, Cole;NSH;ELC;RW;23;860000;860000;RFA;0;0
Roest, Austin;NSH;ELC;RW,C;22;845000;845000;RFA;0;0
Annunen, Justus;NSH;;G;26;837500;1250000;1250000;UFA;0
Gojsic, Hiroki;NSH;ELC;RW;19;835000;835000;835000;RFA;0
Lind, Kalan;NSH;ELC;LW;21;806666;806666;806666;RFA;0
Matier, Jack;NSH;ELC;D;22;801667;RFA;0;0;0
Wiesblatt, Ozzy;NSH;;C,RW;24;775000;775000;RFA;0;0
Jost, Tyson;NSH;;LW,C;28;775000;UFA;0;0;0
Wilsby, Adam;NSH;;LD;25;775000;775000;RFA;0;0
Englund, Andreas;NSH;;D;30;775000;UFA;0;0;0
Lucchini, Jake;NSH;;C,LW;30;775000;850000;UFA;0;0
Gravel, Kevin;NSH;;D;34;775000;UFA;0;0;0
Oesterle, Jordan;NSH;;LD;33;775000;UFA;0;0;0
Murray, Matthew;NSH;;G;28;775000;775000;UFA;0;0
Chrona, Magnus;NSH;;G;25;775000;0;0;0;0
Ekholm, Mattias;NSH;;LD;35;250000;0;0;0;0
Gustafsson, Viggo;NSH;;D;19;RFA;990000;990000;990000;0
Hughes, Luke;NJD;;LD,RD;22;9000000;9000000;9000000;9000000;9000000
Hamilton, Dougie;NJD;;RD;32;9000000;9000000;9000000;UFA;0
Meier, Timo;NJD;;RW,LW;29;8800000;8800000;8800000;8800000;8800000
Hughes, Jack;NJD;;C;24;8000000;8000000;8000000;8000000;8000000
Bratt, Jesper;NJD;;LW,RW;27;7875000;7875000;7875000;7875000;7875000
Hischier, Nico;NJD;;C;27;7250000;7250000;UFA;0;0
Pesce, Brett;NJD;;RD;31;5500000;5500000;5500000;5500000;5500000
Markstrom, Jacob;NJD;;G;36;4125000;6000000;6000000;UFA;0
Mercer, Dawson;NJD;;C,RW;24;4000000;4000000;RFA;0;0
Dillon, Brenden;NJD;;LD;35;4000000;4000000;UFA;0;0
Kovacevic, Johnathan;NJD;;D;28;4000000;4000000;4000000;4000000;4000000
Siegenthaler, Jonas;NJD;;LD;28;3400000;3400000;3400000;UFA;0
Brown, Connor;NJD;;RW;32;3000000;3000000;3000000;3000000;UFA
Noesen, Stefan;NJD;;RW,LW;33;2750000;2750000;UFA;0;0
Glass, Cody;NJD;;C,RW;26;2500000;2500000;UFA;0;0
Tsyplakov, Maxim;NJD;;LW,RW;27;2250000;2250000;UFA;0;0
Allen, Jake;NJD;;G;35;1800000;1800000;1800000;1800000;1800000
Bjugstad, Nick;NJD;;C,RW;33;1750000;1750000;UFA;0;0
Dadonov, Evgenii;NJD;;RW,LW;37;1000000;UFA;0;0;0
Casey, Seamus;NJD;ELC;D;22;950000;950000;RFA;0;0
Hämeenaho, Lenni;NJD;ELC;RW;21;950000;950000;950000;RFA;0
Diotte, Mikael;NJD;ELC;D;22;950000;950000;RFA;0;0
Lachance, Shane;NJD;ELC;LW;22;925000;925000;RFA;0;0
Gritsyuk, Arseny;NJD;ELC;LW,RW;25;925000;RFA;0;0;0
Edwards, Ethan;NJD;ELC;D;23;925000;925000;RFA;0;0
Nemec, Simon;NJD;ELC;RD;22;918333;RFA;0;0;0
Wendt, Dylan;NJD;ELC;RW,C;25;870000;RFA;0;0;0
Brennan, Tyler;NJD;ELC;G;22;870000;RFA;0;0;0
Málek, Jakub;NJD;ELC;G;23;867500;RFA;0;0;0
Hanzel, Jeremy;NJD;ELC;D;23;851667;851667;RFA;0;0
Parent, Xavier;NJD;ELC;LW,C;24;850000;RFA;0;0;0
Filmon, Josh;NJD;ELC;LW,RW;22;838333;838333;RFA;0;0
Squires, Cam;NJD;ELC;RW;20;838333;838333;838333;RFA;0
Vilen, Topias;NJD;ELC;D;22;836667;RFA;0;0;0
Daws, Nico;NJD;;G;25;812500;RFA;0;0;0
MacEwen, Zack;NJD;;C,RW;29;775000;UFA;0;0;0
Cotter, Paul;NJD;;LW,C;26;775000;RFA;0;0;0
Legare, Nathan;NJD;;RW,LW;25;775000;0;0;0;0
Crookshank, Angus;NJD;;LW,RW;26;775000;775000;UFA;0;0
Gruden, Jonathan;NJD;;LW,RW;25;775000;0;0;0;0
Cholowski, Dennis;NJD;;LD;28;775000;UFA;0;0;0
Schmelzer, Ryan;NJD;;C,RW;32;775000;UFA;0;0;0
Hardman, Mike;NJD;;W,C;27;775000;UFA;0;0;0
McLaughlin, Marc;NJD;;C,RW;26;775000;0;0;0;0
Halonen, Brian;NJD;;LW,RW;27;775000;UFA;0;0;0
Addison, Calen;NJD;;RD;25;775000;RFA;0;0;0
White, Colton;NJD;;LD;28;775000;UFA;0;0;0
Melovsky, Matyas;NJD;;C,W;21;RFA;972500;972500;0;0
undefined, undefined;NJD;;;;;;;;
Barzal, Mathew;NYI;;C,RW;28;9150000;9150000;9150000;9150000;9150000
Horvat, Bo;NYI;;C;30;8500000;8500000;8500000;8500000;8500000
Sorokin, Ilya;NYI;;G;30;8250000;8250000;8250000;8250000;8250000
Lee, Anders;NYI;;LW;35;7000000;UFA;0;0;0
Schenn, Brayden;NYI;;C,LW;34;6500000;6500000;6500000;UFA;0
Romanov, Alexander;NYI;;D;26;6250000;6250000;6250000;6250000;6250000
Pulock, Ryan;NYI;;RD;31;6150000;6150000;6150000;6150000;6150000
Palat, Ondrej;NYI;;LW,RW;34;6000000;6000000;UFA;0;0
Pelech, Adam;NYI;;LD;31;5750000;5750000;5750000;5750000;UFA
Pageau, Jean-Gabriel;NYI;;C;33;5000000;4850000;4850000;4850000;UFA
Palmieri, Kyle;NYI;;RW;35;4750000;4750000;UFA;0;0
Holmstrom, Simon;NYI;;RW,LW;24;3625000;3625000;RFA;0;0
Duclair, Anthony;NYI;;LW,RW;30;3500000;3500000;3500000;UFA;0
Mayfield, Scott;NYI;;RD;33;3500000;3500000;3500000;3500000;3500000
Soucy, Carson;NYI;;LD;31;3250000;UFA;0;0;0
Engvall, Pierre;NYI;;LW,RW;29;3000000;3000000;3000000;3000000;3000000
Varlamov, Semyon;NYI;;G;37;2750000;2750000;UFA;0;0
Cizikas, Casey;NYI;;C,LW;35;2500000;2500000;UFA;0;0
DeAngelo, Tony;NYI;;RD;30;1750000;UFA;0;0;0
Heineman, Emil;NYI;;LW,RW;24;1100000;1100000;RFA;0;0
Rittich, David;NYI;;G;33;1000000;UFA;0;0;0
Shabanov, Maxim;NYI;ELC;LW,RW;25;975000;RFA;0;0;0
Eklund, Victor;NYI;ELC;LW;19;975000;975000;975000;RFA;0
Schaefer, Matthew;NYI;ELC;LD;18;975000;975000;975000;RFA;0
Ritchie, Calum;NYI;ELC;C,LW;21;918333;918333;918333;RFA;0
Prokhorov, Daniil;NYI;ELC;;18;915000;915000;915000;RFA;0
Gatcomb, Marc;NYI;;C,RW;26;900000;RFA;0;0;0
Veremyev, Gleb;NYI;ELC;C;22;885000;885000;RFA;0;0
Pulkkinen, Jesse;NYI;ELC;D;21;880833;880833;RFA;0;0
Larson, Joey;NYI;ELC;RW;24;872500;RFA;0;0;0
Maggio, Matt;NYI;ELC;RW;23;870000;RFA;0;0;0
Thiesing, Cam;NYI;ELC;C;24;870000;RFA;0;0;0
Lennox, Tristan;NYI;ELC;G;23;867500;RFA;0;0;0
Liukas, Eetu;NYI;ELC;LW;23;867500;RFA;0;0;0
Jefferies, Alex;NYI;ELC;LW;24;867500;RFA;0;0;0
Boqvist, Adam;NYI;;RD;25;850000;RFA;0;0;0
Kuefler, Daylan;NYI;ELC;LW;24;840000;RFA;0;0;0
George, Isaiah;NYI;ELC;LD;22;838333;838333;RFA;0;0
Nurmi, Jesse;NYI;ELC;LW;21;838333;838333;838333;RFA;0
Warren, Marshall;NYI;ELC;LD;24;825000;RFA;0;0;0
Tikkanen, Henrik;NYI;ELC;G;25;823750;RFA;0;0;0
Odelius, Calle;NYI;ELC;D;21;815000;815000;RFA;0;0
MacLean, Kyle;NYI;;LW,RW;26;775000;775000;UFA;0;0
Highmore, Matthew;NYI;;C,LW;30;775000;UFA;0;0;0
Foudy, Liam;NYI;;C,RW;26;775000;RFA;0;0;0
Luff, Matt;NYI;;RW;28;775000;UFA;0;0;0
McWard, Cole;NYI;;RD;24;775000;0;0;0;0
Mitchell, Travis;NYI;;D;26;775000;0;0;0;0
Beckman, Adam;NYI;;LW,C;24;775000;0;0;0;0
Bear, Ethan;NYI;;D;28;775000;UFA;0;0;0
Hogberg, Marcus;NYI;;G;31;775000;UFA;0;0;0
Iskhakov, Ruslan;NYI;;C,LW;25;RFA;0;0;0;0
Eiserman, Cole;NYI;;LW;19;RFA;1075000;1075000;1075000;0
Aitcheson, Kashawn;NYI;;D;19;RFA;1075000;1075000;1075000;0
Shesterkin, Igor;NYR;;G;30;11500000;11500000;11500000;11500000;11500000
Fox, Adam;NYR;;RD;28;9500000;9500000;9500000;9500000;UFA
Zibanejad, Mika;NYR;;C,RW;32;8500000;8500000;8500000;8500000;8500000
Miller, J.T.;NYR;;C,LW;33;8000000;8000000;8000000;8000000;8000000
Lafreniere, Alexis;NYR;;RW,LW;24;7450000;7450000;7450000;7450000;7450000
Gavrikov, Vladislav;NYR;;LD;30;7000000;7000000;7000000;7000000;7000000
Panarin, Artemi;NYR;;LW;34;5821429;0;0;0;0
Trocheck, Vincent;NYR;;C;32;5625000;5625000;5625000;5625000;UFA
Borgen, William;NYR;;RD,LD;29;4100000;4100000;4100000;4100000;4100000
Cuylle, Will;NYR;;LW;24;3900000;3900000;RFA;0;0
Schneider, Braden;NYR;;RD,LD;24;2200000;RFA;0;0;0
Vaakanainen, Urho;NYR;;LD;27;1550000;1550000;UFA;0;0
Quick, Jonathan;NYR;;G;40;1550000;UFA;0;0;0
Raddysh, Taylor;NYR;;RW;28;1500000;1500000;UFA;0;0
Kartye, Tye;NYR;;LW,C;24;1250000;1250000;RFA;0;0
Parssinen, Juuso;NYR;;C,LW;25;1250000;1250000;RFA;0;0
Rempe, Matt;NYR;;RW,C;23;975000;975000;RFA;0;0
Edstrom, Adam;NYR;;LW,C;25;975000;975000;RFA;0;0
Greentree, Liam;NYR;ELC;RW;20;942500;942500;942500;RFA;0
Perreault, Gabe;NYR;ELC;RW;20;941667;941667;RFA;0;0
Battaglia, Jacob;NYR;ELC;RW,LW;20;931667;931667;931667;RFA;0
Aspinall, Nathan;NYR;ELC;LW;19;925000;925000;925000;RFA;0
Morrow, Scott;NYR;ELC;RD;23;916667;RFA;0;0;0
Thompson, Aidan;NYR;ELC;C,LW;24;895000;895000;RFA;0;0
Terrance, Carey;NYR;ELC;C;20;886667;886667;886667;RFA;0
Tung, Callum;NYR;ELC;G;22;872500;872500;872500;RFA;0
Laba, Noah;NYR;ELC;C;22;870000;870000;RFA;0;0
Chmelar, Jaroslav;NYR;ELC;RW,LW;22;867500;867500;RFA;0;0
Berard, Brett;NYR;ELC;LW;23;867500;RFA;0;0;0
Väisänen, Kalle;NYR;ELC;LW;23;863333;863333;RFA;0;0
Ollas, Hugo;NYR;ELC;G;23;855000;RFA;0;0;0
Dorrington, Jackson;NYR;ELC;D;21;851667;851667;851667;RFA;0
Roobroeck, Dylan;NYR;ELC;C,LW;21;850000;850000;RFA;0;0
McConnell-Barker, Bryce;NYR;ELC;C;21;838333;838333;RFA;0;0
Iorio, Vincent;NYR;ELC;RD;23;814167;RFA;0;0;0
Sýkora, Adam;NYR;ELC;LW,C;21;806666;806666;RFA;0;0
Brodzinski, Jonny;NYR;;RW,LW;32;787500;UFA;0;0;0
Sheary, Conor;NYR;;LW,RW;33;775000;UFA;0;0;0
Dowling, Justin;NYR;;C,W;35;775000;775000;UFA;0;0
Robertson, Matthew;NYR;;LD;25;775000;775000;RFA;0;0
Brisson, Brendan;NYR;;LW,RW;24;775000;RFA;0;0;0
Mackey, Connor;NYR;;D;29;775000;UFA;0;0;0
Blidh, Anton;NYR;;LW;31;775000;775000;UFA;0;0
Fix-Wolansky, Trey;NYR;;RW;26;775000;UFA;0;0;0
Scanlin, Brandon;NYR;;D;26;775000;UFA;0;0;0
Martin, Spencer;NYR;;G;30;775000;775000;UFA;0;0
Garand, Dylan;NYR;;G;23;775000;RFA;0;0;0
Fitzgerald, Casey;NYR;;D;29;775000;UFA;0;0;0
Boyko, Talyn;NYR;;G;23;775000;RFA;0;0;0
Henriksson, Karl;NYR;;C,LW;25;RFA;0;0;0;0
Pajuniemi, Lauri;NYR;;RW;26;RFA;0;0;0;0
Lamb, Brody;NYR;;RW;22;RFA;980000;980000;0;0
Stutzle, Tim;OTT;;C,LW;24;8350000;8350000;8350000;8350000;8350000
Ullmark, Linus;OTT;;G;32;8250000;8250000;8250000;8250000;UFA
Tkachuk, Brady;OTT;;LW;26;8205714;8205714;8205714;UFA;0
Sanderson, Jake;OTT;;LD;23;8050000;8050000;8050000;8050000;8050000
Chabot, Thomas;OTT;;LD;29;8000000;8000000;8000000;UFA;0
Cozens, Dylan;OTT;;C;25;7100000;7100000;7100000;7100000;7100000
Batherson, Drake;OTT;;RW;27;4975000;4975000;UFA;0;0
Zub, Artyom;OTT;;RD;30;4600000;4600000;UFA;0;0
Zetterlund, Fabian;OTT;;LW,RW;26;4275000;4275000;4275000;UFA;0
Jensen, Nick;OTT;;RD;35;4050000;UFA;0;0;0
Pinto, Shane;OTT;;C;25;3750000;7500000;7500000;7500000;7500000
Foegele, Warren;OTT;;LW,C;29;3500000;3500000;UFA;0;0
Greig, Ridly;OTT;;C,LW;23;3250000;3250000;3250000;3250000;RFA
Amadio, Michael;OTT;;RW,LW;29;2600000;2600000;UFA;0;0
Giroux, Claude;OTT;;LW,RW;38;2000000;UFA;0;0;0
Kleven, Tyler;OTT;;LD;24;1600000;1600000;RFA;0;0
Spence, Jordan;OTT;;RD;25;1500000;RFA;0;0;0
Eller, Lars;OTT;;C,LW;36;1250000;UFA;0;0;0
MacDermid, Kurtis;OTT;;LW,RW;31;1150000;1150000;UFA;0;0
Merilainen, Leevi;OTT;;G;23;1050000;RFA;0;0;0
Korpisalo, Joonas;OTT;;G;31;1000000;1000000;1000000;0;0
Halliday, Stephen;OTT;ELC;C;23;950000;RFA;0;0;0
Yakemchuk, Carter;OTT;ELC;D;20;942500;942500;942500;RFA;0
Ellinas, Lucas;OTT;ELC;C,LW;20;875000;875000;875000;RFA;0
Matinpalo, Nikolas;OTT;;RD,LD;27;875000;875000;UFA;0;0
White, Colin;OTT;;C,RW;29;875000;875000;875000;0;0
Gilbert, Dennis;OTT;;LD;29;875000;UFA;0;0;0
Boucher, Tyler;OTT;ELC;RW,LW;23;863334;RFA;0;0;0
Reimer, James;OTT;;G;38;850000;UFA;0;0;0
Kidney, Riley;OTT;ELC;F;22;836667;RFA;0;0;0
Andonovski, Matthew;OTT;ELC;D;21;836666;836666;836666;RFA;0
Pettersson, Oskar;OTT;ELC;RW;22;835000;835000;RFA;0;0
Parsons, Jackson;OTT;ELC;G;21;829167;829167;829167;RFA;0
Cousins, Nick;OTT;;C,LW;32;825000;UFA;0;0;0
Crotty, Cameron;OTT;;D;26;812500;812500;UFA;0;0
Toure, Djibril;OTT;ELC;D;22;805000;RFA;0;0;0
Hamara, Tomas;OTT;ELC;D;22;803334;803334;RFA;0;0
Donovan, Jorian;OTT;ELC;D;21;796666;796666;RFA;0;0
Pilon, Garrett;OTT;;C,RW;27;775000;UFA;0;0;0
Thomson, Lassi;OTT;;D;25;775000;0;0;0;0
Kaliyev, Arthur;OTT;;RW,LW;24;775000;RFA;0;0;0
Hodgson, Hayden;OTT;;RW;30;775000;775000;UFA;0;0
Clarke, Graeme;OTT;;RW;24;775000;0;0;0;0
Bourgault, Xavier;OTT;;RW,C;23;775000;RFA;0;0;0
Bolduc, Samuel;OTT;;D;25;775000;0;0;0;0
Lycksell, Olle;OTT;;RW;26;775000;0;0;0;0
Sogaard, Mads;OTT;;G;25;775000;RFA;0;0;0
Formenton, Alex;OTT;;LW;26;RFA;0;0;0;0
Konecny, Travis;PHI;;RW,LW;29;8750000;8750000;8750000;8750000;8750000
Couturier, Sean;PHI;;C;33;7750000;7750000;7750000;7750000;7750000
Sanheim, Travis;PHI;;LD,RD;29;6250000;6250000;6250000;6250000;6250000
Tippett, Owen;PHI;;RW,LW;27;6200000;6200000;6200000;6200000;6200000
Zegras, Trevor;PHI;;C,LW;24;5750000;RFA;0;0;0
Dvorak, Christian;PHI;;LW,C;30;5400000;5150000;5150000;5150000;5150000
York, Cameron;PHI;;LD;25;5150000;5150000;5150000;5150000;5150000
Ristolainen, Rasmus;PHI;;RD;31;5100000;5100000;UFA;0;0
Cates, Noah;PHI;;C;27;4000000;4000000;4000000;4000000;UFA
Foerster, Tyson;PHI;;RW,LW;24;3750000;3750000;RFA;0;0
Hayes, Kevin;PHI;;C,LW;33;3571429;0;0;0;0
Vladar, Dan;PHI;;G;28;3350000;3350000;UFA;0;0
Seeler, Nick;PHI;;LD;32;2700000;2700000;2700000;UFA;0
Hathaway, Garnet;PHI;;RW,LW;34;2400000;2400000;UFA;0;0
Drysdale, Jamie;PHI;;RD;23;2300000;RFA;0;0;0
Grundstrom, Carl;PHI;;LW,C;28;1800000;UFA;0;0;0
Atkinson, Cam;PHI;;RW;36;1758333;0;0;0;0
Tomasino, Philip;PHI;;C,RW;24;1750000;RFA;0;0;0
Laughton, Scott;PHI;;C,LW;31;1500000;0;0;0;0
Ersson, Samuel;PHI;;G;26;1450000;RFA;0;0;0
Dorwart, Karsen;PHI;ELC;C;23;975000;RFA;0;0;0
Bump, Alex;PHI;ELC;LW;22;950000;950000;950000;RFA;0
Michkov, Matvei;PHI;ELC;LW,RW;21;950000;950000;RFA;0;0
McDonald, Hunter;PHI;ELC;D;23;950000;RFA;0;0;0
Luchanko, Jett;PHI;ELC;C;19;942500;942500;942500;RFA;0
Kolosov, Alexei;PHI;ELC;G;24;925000;RFA;0;0;0
Kaplan, Devin;PHI;ELC;RW;22;921667;921667;RFA;0;0
Jiricek, David;PHI;ELC;RD;22;918333;RFA;0;0;0
Andrae, Emil;PHI;ELC;LD;24;903333;RFA;0;0;0
Juulsen, Noah;PHI;;RD;28;900000;UFA;0;0;0
Gill, Spencer;PHI;ELC;D;19;890833;890833;890833;RFA;0
Bonk, Oliver;PHI;ELC;D;21;886666;886666;886666;RFA;0
Kyrou, Christian;PHI;ELC;D;22;878333;RFA;0;0;0
Grebenkin, Nikita;PHI;ELC;LW,RW;22;875000;RFA;0;0;0
Gaucher, Jacob;PHI;ELC;C,LW;25;872500;RFA;0;0;0
Robertson, Tucker;PHI;ELC;C;22;870000;RFA;0;0;0
Barkey, Denver;PHI;ELC;C,LW;20;863333;863333;863333;RFA;0
Guryev, Artem;PHI;ELC;LD;22;860000;RFA;0;0;0
Murchison, Ty;PHI;ELC;LD;23;860000;860000;RFA;0;0
Bjarnason, Carson;PHI;ELC;G;20;850000;850000;850000;RFA;0
Harrison, Brett;PHI;ELC;C,LW;22;836667;RFA;0;0;0
Edward, Jackson;PHI;ELC;D;22;831667;831667;RFA;0;0
Abols, Rodrigo;PHI;;C,LW;30;800000;UFA;0;0;0
Eklind, Oscar;PHI;;C,LW;27;800000;UFA;0;0;0
Grans, Helge;PHI;;D;23;787500;787500;RFA;0;0
Ginning, Adam;PHI;;LD;26;787500;0;0;0;0
Glendening, Luke;PHI;;C,RW;36;775000;UFA;0;0;0
Wilson, Garrett;PHI;;LW,RW;35;775000;UFA;0;0;0
Pederson, Lane;PHI;;C,RW;28;775000;UFA;0;0;0
Richard, Anthony;PHI;;C,LW;29;775000;UFA;0;0;0
Katchouk, Boris;PHI;;LW;27;775000;UFA;0;0;0
Guenette, Maxence;PHI;;D;24;775000;0;0;0;0
Knuble, Cole;PHI;;C;21;RFA;980000;980000;0;0
Powell, Noah;PHI;;RW;21;RFA;985000;985000;985000;0
Karlsson, Erik;PIT;;RD;35;10000000;10000000;UFA;0;0
Crosby, Sidney;PIT;;C;38;8700000;8700000;UFA;0;0
Malkin, Evgeni;PIT;;C,RW;39;6100000;UFA;0;0;0
Letang, Kris;PIT;;RD;38;6100000;6100000;6100000;UFA;0
Rust, Bryan;PIT;;RW,LW;33;5125000;5125000;5125000;UFA;0
Rakell, Rickard;PIT;;RW,C;32;5000000;5000000;5000000;UFA;0
Girard, Samuel;PIT;;LD;27;5000000;5000000;UFA;0;0
Graves, Ryan;PIT;;LD;30;4500000;4500000;4500000;4500000;UFA
Dumba, Matt;PIT;;RD,LD;31;3750000;UFA;0;0;0
Hayes, Kevin;PIT;;C,LW;33;3571429;UFA;0;0;0
Novak, Thomas;PIT;;C,LW;28;3500000;3500000;UFA;0;0
Clifton, Connor;PIT;;RD;30;3333333;UFA;0;0;0
Skinner, Stuart;PIT;;G;27;2600000;UFA;0;0;0
Mantha, Anthony;PIT;;LW,RW;31;2500000;UFA;0;0;0
Chinakhov, Yegor;PIT;;LW;25;2100000;RFA;0;0;0
Acciari, Noel;PIT;;C,RW;34;2000000;UFA;0;0;0
Lizotte, Blake;PIT;;C,LW;28;1850000;2250000;2250000;2250000;UFA
Brazeau, Justin;PIT;;RW,LW;28;1500000;1500000;UFA;0;0
Soderblom, Elmer;PIT;;LW,RW;24;1125000;1125000;RFA;0;0
Dewar, Connor;PIT;;C,LW;26;1100000;UFA;0;0;0
Wotherspoon, Parker;PIT;;LD;28;1000000;1000000;UFA;0;0
Kindel, Benjamin;PIT;ELC;C,RW;18;975000;975000;975000;RFA;0
McGroarty, Rutger;PIT;ELC;LW,C;21;950000;950000;RFA;0;0
Broz, Tristan;PIT;ELC;C,LW;23;925000;925000;RFA;0;0
Johnson, Jack;PIT;;D;39;916667;0;0;0;0
Shea, Ryan;PIT;;LD;29;900000;UFA;0;0;0
Jones, Caleb;PIT;;D;28;900000;900000;UFA;0;0
Blomqvist, Joel;PIT;ELC;G;24;886667;RFA;0;0;0
Pickering, Owen;PIT;ELC;D;22;886667;886667;RFA;0;0
Kettles, Peyton;PIT;ELC;D;18;875000;875000;875000;RFA;0
Fernström, Melvin;PIT;ELC;RW;20;872500;872500;872500;RFA;0
Murashov, Sergei;PIT;ELC;G;21;861110;861110;RFA;0;0
Laatsch, Daniel;PIT;ELC;D;24;860000;860000;RFA;0;0
Pietila, Chase;PIT;ELC;D;22;860000;860000;860000;RFA;0
Harding, Finn;PIT;ELC;D;21;855000;855000;855000;RFA;0
Ilyin, Mikhail Ye.;PIT;ELC;LW,RW;21;851667;851667;851667;RFA;0
Silovs, Arturs;PIT;;G;24;850000;RFA;0;0;0
Brunicke, Harrison;PIT;ELC;RD;19;845833;845833;845833;RFA;0
Howe, Tanner;PIT;ELC;LW;20;845833;845833;845833;RFA;0
Hayes, Avery;PIT;ELC;C,RW;23;830000;830000;RFA;0;0
Pieniniemi, Emil;PIT;ELC;D;21;806666;806666;806666;RFA;0
Koivunen, Ville;PIT;ELC;LW,RW;22;805833;RFA;0;0;0
Hallander, Filip;PIT;;C,LW;25;775000;775000;UFA;0;0
Solovyov, Ilya;PIT;;LD;25;775000;0;0;0;0
Koppanen, Joona;PIT;;C,LW;28;775000;UFA;0;0;0
Imama, Bokondji;PIT;;LW,RW;29;775000;UFA;0;0;0
St. Ivany, Jack;PIT;;RD;26;775000;775000;UFA;0;0
Gauthier, Taylor;PIT;;G;25;775000;0;0;0;0
Harvey-Pinard, Rafael;PIT;;LW;27;775000;UFA;0;0;0
Alexeyev, Alexander;PIT;;D;26;775000;RFA;0;0;0
Aho, Sebastian;PIT;;D;30;775000;UFA;0;0;0
Kemp, Philip;PIT;;D;27;775000;775000;UFA;0;0
Caleb Jones suspension without pay;PIT;;;;-900000;0;0;0;0
Ponomarev, Vasiliy;PIT;;C,LW;24;RFA;0;0;0;0
Lindberg, Filip;PIT;;G;27;RFA;0;0;0;0
Dunn, Vince;SEA;;LD;29;7350000;7350000;UFA;0;0
Beniers, Matthew;SEA;;C;23;7142857;7142857;7142857;7142857;7142857
Montour, Brandon;SEA;;RD;31;7142857;7142857;7142857;7142857;7142857
Stephenson, Chandler;SEA;;C,LW;31;6250000;6250000;6250000;6250000;6250000
Grubauer, Philipp;SEA;;G;34;5900000;5900000;UFA;0;0
Schwartz, Jaden;SEA;;LW;33;5500000;UFA;0;0;0
Larsson, Adam;SEA;;RD;33;5250000;5250000;5250000;5250000;UFA
McCann, Jared;SEA;;LW,C;29;5000000;5000000;UFA;0;0
Daccord, Joey;SEA;;G;29;5000000;5000000;5000000;5000000;5000000
Eberle, Jordan;SEA;;RW;35;4750000;5500000;5500000;UFA;0
Oleksiak, Jamie;SEA;;LD,RD;33;4600000;UFA;0;0;0
Kakko, Kaapo;SEA;;RW;25;4525000;4525000;4525000;UFA;0
Lindgren, Ryan;SEA;;LD;28;4500000;4500000;4500000;4500000;UFA
Tolvanen, Eeli;SEA;;LW,RW;26;3475000;UFA;0;0;0
Gaudreau, Frederick;SEA;;C,RW;32;2100000;2100000;2100000;UFA;0
Evans, Ryker;SEA;;LD;24;2050000;2050000;RFA;0;0
McMann, Bobby;SEA;;LW,RW;29;1350000;UFA;0;0;0
Murray, Matt;SEA;;G;31;1000000;UFA;0;0;0
O'Brien, Jake;SEA;ELC;C;18;975000;975000;975000;RFA;0
Jugnauth, Tyson;SEA;ELC;D;21;950000;950000;950000;RFA;0
Catton, Berkly;SEA;ELC;C,LW;20;942500;942500;942500;RFA;0
Miettinen, Julius;SEA;ELC;C,W;20;940833;940833;940833;RFA;0
Villeneuve, Nathan;SEA;ELC;C;19;940833;940833;940833;RFA;0
Mahura, Josh;SEA;;LD;27;907500;907500;UFA;0;0
Rehkopf, Carson;SEA;ELC;C,LW;21;891666;891666;891666;RFA;0
Firkus, Jagger;SEA;ELC;RW;21;891666;891666;RFA;0;0
Nyman, Jani;SEA;ELC;RW,LW;21;891666;891666;RFA;0;0
Fisker Molgaard, Oscar;SEA;ELC;;21;891666;891666;891666;RFA;0
Dragicevic, Lukas;SEA;ELC;D;20;891666;891666;891666;RFA;0
